state,w,b
000011000000000000000100200100010100112232011100020001000000020000010200000111000,2,0
000110000000010000000020000100221001110000011100203001000022000000010000000011000,0,2
001001000000210000013020000100020001012002211100020001000200000000010000100111000,2,0
000111000000010000000020000002020201110232011000020100002000000000010000000111000,2,0
001011000002010000002000000101000000110000000001022000000132100000010000000011010,0,2
000011000000001000000102000000010100100300011000010001000000000000000000000001000,0,1
000000000000000000000002000000000100110003000000100000000202000000001000000110000,1,0
000000000002000100020110000001032100102000001100100001010000010001000000000001000,0,2
000000000000000100010100010002030200002202000000000200002000010000000100000000000,1,0
000100000000010000010200101000200100100000001102202201000030010000210000000111000,1,0
001011010000202000000020000001020001010032001001220001000000000100010000000011000,1,0
000111000100000002000020010100022001112230001100200100000002000000000001000110100,0,2
010000200200000001200000000100230000112000000100020001001220100000010010000100000,1,0
000111000001000000000020000100020001112232211102000001020000000001000000000111000,0,1
000111000001000000010020010100020000102203011100020001000020002001000000000110000,1,0
000010000000000100000030010001011001000000001000000001000000000000000100000000000,0,1
000011000000000100010000000002030201000002201102010000000000010000000100000011000,0,1
000111000001000000010020010000022001100032001100200101000200000001000000000011000,0,1
000111000000010000000020000100020001112202211100030001020000000001000000000101000,0,1
000111000000000000000200000100020001112232211100020001000020000000000100000111000,1,0
000110000010000100000002301100200000102002201100220001000020010000010000000111000,2,0
000000001111000111100220010000003000000000000000100100000002010000000100000000000,1,0
000010000002000000020100010000000000100000100010120000010002301001000000000000200,1,0
000010000000000100010102010102000000002200000000000200020203020100000110000100000,2,0
000111010000010000000200000102020001100232201001020001010020000000010000000111000,0,2
000110001000010000000001020000120000110232011000220200000002000000010000100010000,2,0
000111000000010000000200000100020001110232211002020001000020000000010000000111000,2,0
100000000001000100000003010122102001000002201000020001000020000000000100000001000,2,0
000011000001000000010000002100000221100030100102020100010000010000000100000111000,0,1
100000001000000200000010001000102000111000300000020000000020001000000200100000000,2,0
120111000002000010000000000000000001100232211100021001000100000012010000000010000,0,2
101000100010000000010101001000000300000000200001200000000100010000010000100000000,0,1
000010000020000000300002000002000000100002001102020000001002000000000000100010001,1,0
001010000000010000000020000100020001102201001100002001010003010000000100000110000,0,1
000010000000100000000001000000110000110031011001200021002020000000010000000010000,0,2
000111000000000000000210000100000001112032211100220001000020000000010000000111000,2,0
000011000000000100110123011001020200002200000000200200000102011000000100000000000,1,0
000110000000000000000201000100210001112231001000010100000000000000010000000110000,0,2
000010000000000100010102010002000000002200000000003200100200020120000100000100010,2,0
001000100010000010000100001000000100000000000000100000100300001010000010001010100,0,1
000110000000010000000000020100020001112230211100020001000021000000010000000111000,0,2
000010000000010000100020000000000021001000000000020200103000001010000100021000000,2,0
000111000000010000000020000100220001112032211100020001000200000000000100000111000,0,2
000111000000010000000020000100020100110200101020031121000000000000000000000010000,1,0
000110000000210000010000000100100100102001000000200100113022000020010000001001000,2,0
100000000000000000010001000001000101100000001001130100020021000000000100000000000,0,1
201001000000000000003000010100000001102202001100020001010020000001000200000111000,0,1
000010000000010000010001000102200001103001001100202100000120000001000000000010000,0,1
000000000000000000011000100001300200102202200102002001000020010000000100000111000,1,0
000111000000010000000020000102020001110030211001202001000020000000000001000011000,1,0
000000000002000000000101000002030201010000000000001000000000010000000000100100010,2,0
100111010000000100000020000000202001102000201100202000001000020100010001000101300,2,0
000000000000200000000000000020000000002000000000020200120000000013000000001000000,2,0
000010000000010000000000000000010000110101001001131000002010000000000100000000200,0,2
000001000000000000000200000100212000112030011000020200000200000000010000000101000,2,0
000111000000010000001020000100003000112202211100020001000020000000010000000111000,1,0
000011001001000100110320000000002000100202010002020201000020000110000100100001001,2,0
000110000000010000000000000102211000100032211100200000000020000000010000000111000,0,2
000111000000010000010020000100020001102032211100020001000020000000210000000111000,2,0
102010000020000000002000010000030111100000000100001000001000001200000021010010000,0,2
000111000001000000000020000100020001112232211000010001020000000000000100000111000,0,1
000111000002000100000020000001200021110032201001002020000101000000010000000010000,0,2
000111000000010000000200001100020000112232211100020001000020000000010000000111000,0,2
000000010000000110001100200002002000100002001011203001000102010001000101000000001,2,0
000111000000000100001020000023000001112202211000000101000000000000010000000111000,0,1
001111010000000000010020001000002000002232000010020201000000002100000000000000010,1,0
010011000000010001000020000100020000112300211100020000000000002000202000000111001,1,0
000000000001000000000202000000100000100300011002020000000200000000012000000011000,2,0
100010000000011000000023000100020001112200001100020001000020000000010200000111000,1,0
000110000001000000000020000000202000100000001023001000000201000002010000001100000,2,0
010000000001010000010100200103002000102200201100020000000002010000000100000100000,1,0
000111001000010000020000000100020000112232011100020200000002000000010000000110000,2,0
000110000000010000000100000000010001112001001000000001103010000000000100201000000,1,0
000011000000010000000020010100020001102002001013110021012000200001000000000110000,0,1
000111000000310000000120000100020001100002211000020001000020000002010000000111000,0,1
001010000000210000010000000100100100002001000000200100113022000001000000002001000,2,0
000100010000010200000001000001202000110000301001002000000011010000000000000110000,1,0
000000000000000100010001000102202000100200211000032001000200000000000100001000000,1,0
001000000000010000001000000000100201000130211001200000010020000200000100000110000,0,2
000110000000010000000200000000020200110232011002020000000020000000010000000111000,4,0
000111000000000100010020010102202201103000001000202100002101000000000100000010000,1,0
200000000001000000000001310000100000011002211000020001000020000000010000000111000,0,1
000111000000010000000020000100220001110002211001200301000000020000000100000000110,1,0
000100000000010000010220100100203100102000001000200000002001000000000100000110000,0,2
000000010110000111110020001002020000002230200001202000010000010000000100000111000,1,0
000110000000010000000201000000030201110202211100020001000020000000010000000111000,0,2
000010000000100201010000000120230000112202000100020001000020000000010010000110100,1,0
000110000000210000000000000101000000110131011100020001200002000000010000000011000,0,1
000111000001002000300000000120010000112200211000020001100020000000000010000111000,1,0
000111000000000000000200100100000201112230011100022001000020000000010000000111000,0,1
000001000100000000000100200100201001100300101102210000000000000000010000000111000,0,1
000101000001000100010000000100200000100030011002000100000220000100000100000101000,0,1
000010000200000000000020202020101001001000001020010000000000030000010001110001100,2,0
000000000010000010001000101000300000000000000000102100000001000010000010001000000,0,1
000010000000010000010020000100000001000131001001010000000000000000010000000010000,0,1
000110000000010000000020000100021001112232211100020001000002000000010000000111000,2,0
000010000001000100010000010000020000000230210000100000000000002001000000000000000,1,0
000010000002000000020100010000000000100000100010100000000012301001000000000000200,1,0
000110000000010000000001000001010000110000011001001001200310000000200000000110000,1,0
000011000100000000000100200001200001001300011102200001000100000000001000000010000,0,1
000010111101000000010020000000302000100202001002020201100020000100000010001000011,2,0
000010000000000100020100000102302100102000001100100001010000010001000000000001000,0,2
002000000000110010010020001000031200101002001110020010000002000000200000100010000,0,2
000000000010000020100001000000200000102030100100201001012001100000210000000010000,0,1
000000000000000000000131000102000200002200000100020001000020000100010000000111000,2,0
000011000100000000010100000102000001100232211100020001000101000000010000000010000,0,1
010010000000000000101021100001200100000003010101000000000201000020000100000100020,0,1
000111000000010000000020000100020001110232211000020001100002000002010000000111000,0,2
000110000000210000000001000000010001112031001100020001200000010000000100000010000,1,0
000110000000001000021001001000220100000000200020000001000202000101000000001000320,2,0
000111000000000100000020010100020000102230001102002001010000020001000200000111000,0,1
000111000001000000000000000100002000112203211100020001000020000000010000000111000,1,0
000101000110000100000020010100020001100200001100202100010031000000000001000001000,0,2
000110000000000000000201000001010001112031001000010100000200000000010000000110000,0,2
000111000000000100100220010012002001103000000001202001000122010000000100000011000,0,2
100000000000000200000000000120031000112202011100020001000020000000010000000111000,2,0
000111000000010000000220000100020001100032211012020001010020000000010000000111000,1,0
000010000000000000200101000100020101112232011100020100000020000000000100000111000,0,1
001000100010000010100001001000000000000000001001000000000003101010000010001000100,0,1
000111000000000000011000200100032000102200201100022001000020010000000100000111000,1,0
000111000000000000101020100001220100000030210101000001200010100000010020000100000,0,1
001000000010000000000101000000000101100230011100020001000022200000010000011010100,0,1
000100000000200000000000000002000000000300011002002001000100000200010000000000000,2,0
000011000001000000010100010102020001100002010100230001020000000001000000000010100,0,1
010111000000010000000020000100020001102232211100020001000020000000010000000111000,2,0
000111000000010000020000000001020001112232211100020000020000000000010001000111000,2,0
000111000000010200000020000100020100112230011100020001000022000000010000000111000,0,2
000011000010000000200100100000020001001002211001302001002020000100000100000011000,1,0
000011000000000000000000110001010000100100100001022000000023001000000100000111000,0,1
000111000000010000200000010100030001112202201100020001000020000000010000000111000,0,1
000010000000100000000020000100020001110100211101201000000030000002010200001010000,0,2
000001002001000000010100000000012021100230000100000001200010010000000100100001000,0,1
000011000000000000002002000001132001100001001000010201000100000000010000000010000,0,2
000111000000010000000020000100220001110002211001230001000021000000010000000010000,0,1
000111000100000200000020000100020001112232011100020100000002000000010000000111000,0,2
000011000000000000020110000100000201112030001000210201000000000000010000000111000,2,0
100010001000010000000002000000120000112232211000020000000020000000010000100010000,2,0
000011000000000000000000110001010000100100100001022000000020301000000100000111000,0,1
000011000010000000002000000102000201000032200102000000000020100000010000000011000,2,0
000110000000010000000001000001010000010000011001001001030010000200200000010010000,1,0
000000000000000200000200000001000000012000000003100000010020010001000000002010000,2,0
000000000001000010010000100003010200102002201000200000001000210100000000000100000,0,1
000111000001000000000020010103000001001000201100202000010001000000000100002110000,0,2
000011000000000000010000000100210100100032011100020201000100000100000000000111000,0,1
000010000000010000012001000002131201100000011100100000000000000002010000000011000,0,2
000101000000010000020000000100032001112201011100020001000020000000010000000110000,0,2
000111000001000000000020000100020001103102211100020001000020000000010000010011000,0,1
000110000000010000000020000100000101112301001100000021000220000000010000000110000,1,0
000111000000000100100020010000030021112202210100020001000020000000010000000111000,2,0
000110000000010000000020000100220001112031011100021000000022000000010000000111000,0,2
000111000000010000000020000100020001112232211120010000000000000000010000000111000,2,5
000101000001000000013200000102001000000000011100201000000000000000000001000111000,0,2
000110000000002000000020100000131001100100001000000001000100000000010000000010000,0,1
001000000101000000000001100000000201002202211102032001010001100200000000000100000,1,0
001000000010000000000101000000000101100032211100020001000220000000010000010111000,0,1
000010000000000000010001000100200100100000001001021000000123100000000000000110100,0,1
000100000001000000130210002000000001100101011000002021010000002000010000001011000,0,2
000111000000010000000030000000202001112002201100020001000020000000010010000111000,2,0
000101000000010000022000000100132001112001011102110000000000000000000000000010000,0,2
000111000001000000000020000100202001110030211100022000000000200002000001000010001,1,0
000111000100000002000020010100020001112232001100200100000102000000000001000010100,0,2
001000000000000000000111000002000100110000011000222100010321000001100000000010000,0,2
010001010000100000010000000100110200100131000000020001000101000000010000000010000,0,2
000110000000010000000021000100020001112201001103002001000020000001000000000110000,0,1
000011000000110000000030000000202001110102211100020001000020000000010000000011000,2,0
000111000000010000000020010100020200102230001102002001010000020001000000000111000,0,1
000000000202000100001000000003010000002000000000000001010000010001000000000000000,0,2
001000100010000000100001011000002000100000201000020000103022000012200001001011000,0,1
000111000100002000000020000100020201112230011100020001000020000000010000000111000,0,1
000111000001000000000020000100020001112232211102000001020000000000010000000111000,0,1
000101000000000100000200000100030001112002211100220001000020000000010000000111000,0,1
000000000000010000000000200000110000100231101002010001000000000000000000000110000,0,1
000100100001000001013200100002102000101000001100000100000010000000000000100000000,0,2
000000000000000000000002000102010000000103100000000000000002000000010000000010000,0,1
000010000000000100010102010000200000002200000000000200123200020001000100000000010,2,0
001010000000000100000021000100202001110000001000210001003002010000000000201010000,1,0
000011000000010000010002000000120001000132211100010000000000000000010000000011000,0,1
000010000000000000101100000000000100110002011000202201020030000000000000000010000,2,0
000111000000000000000000000001012000112200001100021000000020000000013210000111000,0,2
000010000000000000000000000100010001110101001120030101000020000000010000000110000,0,1
000111000001000000010020010102022001100032001100200001000020000001000000000011000,0,1
000011000000010000010120000100020001102302211100020001000220000000010000000111000,0,1
000010000000000100000102010102000000112200000100020200000023020000010000000100010,2,0
000010010000000200002002003001000000112200000100020000000020000000000000000110100,1,0
000101002210011010010000000001020000000000001000200000013201001000000021001000002,0,1
000011000000000100001120010003000021112202210100020001000020000000010000000111000,2,0
001010000000010000000200000000020201110231001002012020000002000000000000000010000,2,0
021001000000000000203000010100000001110101001001000000000000000000000000000010000,2,0
000011000000000000000110100001000000000130011001220100000001000000000001000000000,0,1
000111000000000100010320010000002001102000201100202001010000010000000100000010000,0,1
002111000000202000000000000120010000100131101100020001000020000000010000000110000,0,1
010000001020000000000220020000030000100000001000010000000011000002000100010010000,2,0
001001000000000000200002000000200001103000011000200001012000000000000000100100100,1,0
100111000001000000000020000002002001110030211001202001000020000000010001000001000,1,0
000000001110000111110020001002020000002230200000202000010000010001000100000111000,1,0
000001101010010000020300010000020000102202000100020000000021021000010000000101100,2,0
000111000000010000000020000100020001112232211100021000000002000000010000000111000,0,2
000111000000000000020000000100030001112202211100020001000020000000010000000111000,8,3
100011000002010000010101000000003000000100211102000001000020000000010000100010000,0,1
100110001000000000012000020000220000100230201000002000100010100000000000100110010,1,0
000010000020000000000002000000020000101032001102020000100002000000000000100010010,1,0
000111000000000100000020000100202001112230211100020001000020000000010000000111000,1,0
000000000001000000000100000000011100100101011101003000000121000000000000000010000,0,2
000110000000000000000210000000132021100101001000000001000101000000010000000010000,0,1
000011000000000000000100000000100000001000100000201200000102310000000101000000000,0,2
000111000000210000000020000100020001013002011001020100000020000000210200100111000,2,0
000010000000000000000101000100010201000130011102002100000000200000000000000011000,0,1
000010000001000020000100000100231200112200001100020000000002000000000000000000000,2,0
000101100000010000000020000100220001112232211100010000000000000000010000000111000,0,2
000011000000010000100120000000020001110032201100020001000220000000210000000111010,2,0
000111000000010000000200000100020001110232211102021001000020000000010000000010000,2,0
100000010000002000120200020000030000002000000000000000000000000010000200001000100,2,0
000111000000010000000020000100022001112231011100020001000020000000010000000110000,7,10
010011000000010000200000000100020001112232211100020001000020000000010000000111000,2,0
000011000000110000000020000100020001112202211100230001000120000000010000000011000,2,0
000011000001000000010000110000010001102000000100230001020000000001000100000010000,0,1
002111000000010000000020000100020001100202201000001001010002010001000300000000100,0,1
000111000000000100020000010102000001112232201100020001000020000000010000000111000,1,0
100000000000000000010111000001000001100000101001030100020200000000000100000000000,0,1
000111000000000100000020000100220001110302211002020001000020000000010000000111000,2,0
000100102000000000000010100001231000110200011001002001000022000000010000000111000,0,1
002110100001000100100002010000000201100000100010000001010000032001000000000101200,1,0
000111000000010000000020000100022100112200011100032100200000000010000000000110000,1,0
000000010120200010200000000000002000000130100000001000001100001100000002010000210,2,0
000011000002000000001000100000100001100000011100232201000020000000010000000111000,0,1
000100100000010000000000010000202100110030011102202201000200000000010000000111000,1,0
000010000000000000000000010001011100100103000001000000000101101000000100000010000,0,1
000011000000010000000102000001220100100030011001222100000000000000010000000011000,0,1
100001001000010000000022000002020200110000001000000200000022000030010000100000011,2,0
002011000000012000000100000120010000100131011100020001000020000000210000000110000,0,2
000000011110000101110020100002200000002030000000202200001000010001000100000110000,1,0
100011000000010000000020000100020001112202211100000301000002000000000000000111000,1,0
000011000000000000012000010100020001100232001100020201000020010000000100000111000,0,1
010010000000000000000000020000010020112232001000020020000200000000010000000010000,2,0
000110000000010000000020000000202100102031001000110000002000000000210000000110000,2,0
000010000000000100000102010102000000112203000100020200000020000000010020000100110,2,0
000001101001010000110320000000002000100202010002020201100020000000000101110000001,2,0
000101000001010000000002000100202001012030011000202201100000000000010000000111000,1,0
000111000001000000010000000100200100102300011100222100000101000001000000000010000,0,1
000000000010000010101020101000300000002000100000000000001001000010000000001000000,0,1
000111000000010010200000000100000021112232201100020001000020000000010000000111000,0,1
002000000000000002101101000003000100001001011100000000000000000000000000000000000,0,2
000110000000000000000201000000030001112202211100020001000020000001000000000111000,0,1
000010000001000000000100100000000301100100211101002000000101000000010000000010000,0,2
000111000000000000010300100000000001110200211001020000000000000000010000000000100,0,1
000001001010100000000100000120000100100300100001200100000020000000010000000011000,0,1
100000000000000000010020000002000021100030210000000021000020000000012000000111000,2,0
000111000000000000020000000100030001112200211100020001000022000000000000000111000,2,0
011011000000000000103020100000002001100202001002020201000020000000010000100111010,2,0
000000000000000020112001000000000000102030100100201001002001100000210000010010000,0,1
020000100001000000100003010020100000011002211000020001000020000000010000000111000,0,1
000100000100000000000001000001010100110202211102030201000020000000010000000111000,0,1
100011000001010000012300002000000021100002211100020001001020000000010000000011000,2,0
000100101010010000020000310000020000102202000100020000000021021000010000000110100,2,0
000111000010010000000002000102020001000302211100020001000020000000010000000111000,2,0
002011000000010000000020000100000001100003211001020001000120000000002000000111000,0,1
000010000000000000000000010001011100100103000001000000000120101000000100000011000,0,1
000011000001000000010000002100000221100032001100020100000100010000000100002111000,0,1
000010000000010000000100100100001300110000211001000100200001000200000000000101000,0,1
000000100100010010000102100002002000000002001101032201011202000001000001000000011,2,0
000010010000010000001020000000000021000002201001000000000020000001000321000110100,1,0
000110000000000000101020100001021100000003210101000001200210100000010020000100000,0,1
020101000000000100000100000100000001102302211100020001010020000000010000000111000,0,1
000010000000010000000000100000001001100003100000100001002001000000000100000010000,0,1
000010000000010000002100000102201000110003001100010000000002000000010000000010000,0,2
000010000000010000012101000000031001100200211100021000002000000002010000000111000,0,2
000111000000010000000020000100022001112230201100020001000020010000010000000111000,1,0
000111000000010000000020000100020001112232211000010101000000100000000000000101000,0,2
000011000000010000000122000001020001100130011001222001000000000000010000000011000,0,1
000011000010000000002000000001000201100232200102000000000020100000010000000011000,2,0
100000000001000100000010020000302000012200201000020000000002010000000100000100000,1,0
000011000000010000000120000100020001102202211000003200010200000000010001000010000,0,2
001000000000000100010000010100300000000200001000000100001022010100001100000100000,0,1
000000000000000000001000100001010000010000201000000100000112000000003210000111000,0,2
000111000000000000001020100001020001100230210101000001200001100000010020000100000,0,1
001000000000000000001000100000000001100100001003001001001010000000000100000011000,0,1
000000000000000200000100021000102000001300000001200001010100020000010000000010000,0,1
010011000000000001000020010100222001112000201100210000000030200000010000000111000,0,2
000110000000010000000101020100000100102200001001132100000011020000000200200010000,0,1
001010000000000001100200200101000000000000200100020001000320000012202000000111000,0,2
000110000001000000010020200000002001100202001000030201010200010002000100000000000,1,0
000111000000000000000000000001012000110200001001021000000002000000013210000111000,0,2
000100000000000100010000010100300000002000001000100100001202010100000100000101000,0,1
000010000000000000000110000100000001100100010001000000103000101000000100001001000,0,1
010111000000010000000020000100020001102230211100022001000000020000010000000111000,0,2
002011000000002000000010000101131000112000011120000001000020000000010000000110000,0,2
000010000100000000001201000000020001000300101000010000001000000000001000000010000,0,1
000010000000010000000131000000010021110202011100020100000000020002010200000111000,0,2
000111000000010000000000000000202001112032201100020001000020000000010010000111000,2,0
000111000000000100200202010102020100110003001100020100000021000000010000000110000,0,1
000000000001000100010202000102202100100003101000122001000020010000000000000111000,1,0
010000000000000000001001000002110001102301001000210100200000000000000000000110000,1,0
000000000000000000000202000000001000100300001002002000000200000000012000000011000,2,0
000001000000000000000020000100202000012030011100000200000221000000010000000100000,2,0
010001000001000000010020200000002001001130001000012201010000010001000000000111000,0,1
000100002000000100001001010100202000012000300000202211100000000000010000000111000,1,0
000010000020010000010001000100231000100200011100020001000020000000010000000110000,0,1
000000001000000101000100010000000000000000000000023000000000110000000100000000000,1,0
000010100000000000000020000000222200100030001000200200000020000000000000001010001,1,0
010001020100000100010000300102202100100000201100202001000020000010000000000111010,0,2
000111000001000000000020000100022001112203011100020001000020200001000000000110000,1,0
000000000002000001000010000002030200000000000000000000010000100000000000100000010,2,0
000111000000210000010020010100020001100002201100020001000320000002000100100011000,1,0
100010110000010000000000001102000200112232201100020001000020000100000000000111000,2,0
100000000010000100000002000100020001112030211100020001000022000000200010000110001,2,0
000111000000000100010020010102202201003000001000200100002100000100000100020000000,1,0
000111000000010000000020000100200001112232211100020001000020000000010000000111000,22,21
000111000000000000200000002100210211100132001120001001000020000000010000010010000,2,0
001000100010000000100001201000302000112002211100020001000020000000210000000111000,0,1
000110000000010000000021000100020001112031001100202001000020000000010000000110000,0,2
000010000000000100010102010000200000002200000003000200120200020100000100000000010,2,0
000010200000000000000001000100010001110131011100220001000020000000010000000110000,0,1
000010000000010000000000000001110000110300211001110000000000000000012000000011000,0,1
000111000000010000000200000100002001112203211100122001000020000000000110000001000,2,0
000110000000010000000001000100200100102031001100202100000101000000010000010010000,0,2
000010001200010000000031000000200000000102211000000001000002000100000000010110000,2,0
000001000000000001000110000100000001100102211100200301000000020000000100000011000,0,1
000010000000000000010000010000010001100030001100000001000000202001000000000111000,2,0
000000000000000100010000010000012000000030000001200000000020200001000000000000000,1,0
000001000000000000000020000100202000112030011000020200000201000000010000000100000,2,0
000111000000010000000000000000012001112232211100020001000020000000010000000111000,11,12
000111000000010000000020000001022001112230011100002001000000200000010000000100100,1,0
000111000000010000000001000101003000101002201001000001000101000000010000000010000,0,1
000011000000010000000002001120030000112202210100020000000020000000000100000111000,1,0
000110000000000000000201000000030100112202211100020001000020000001000000000111000,0,1
000111000000010000000020000102000001112232211100020001000020000000010000000111000,2,2
000111000000010000000200200100020100110132211100020001000020000000010000000011000,0,2
000111000000010000000020000100022001112201001100032001000020000000010000000110000,0,1
000111000000000100012020010000302001100000201100022001000101000000000100000010000,0,1
000100000001000100000000000100020001100232010000010001010100000000000100000011000,0,1
200111000001000000000000000001020201100232001100020001000002010000010000000111000,0,1
000111000000000000000000000001012000112200001100020001000020000000013210000111000,0,2
000111200000010000000020000100020001112230100100020001000020010000010000000111000,0,1
000010000000010000000200000100021001112232011100020001000020000000010200000111000,2,0
000000000000000100001031010000200200000000001000022200010102010001000100000000000,1,0
001000100010000010101020101000200300002002200000202000100020001010010010001010100,0,1
000110000000010000000001000100200000110231011100020001002020000000010000000010000,0,2
000011000001000000000022000102100000110131001100020001000221000000010000000110000,0,2
000111000001000000010002000100002001102232211100020001000020000001000000000111000,1,0
001000000010000010100020101000203000102200200000000200100010001010000010001000000,0,1
000111000000000001000020000100020001112232211100020001000002000000010000000111000,2,0
000000000001010000001220100001203100012000001002200100001101000000000000000000000,0,2
000010000000100000000020000102032001110201001100022001000020000000010000000111000,0,2
000011000000100000000020000100020001110100211101030000000200200002000000001011000,0,2
000111000000010000020000000000220001110302211001200001000020000000010000000011000,0,1
000101000001000000013200000102001000000000011102001000000000000000000102000111000,0,2
001011000000010000000200000000102001112232211100020001000020000000010000000111000,2,0
100000000001000100000010200000032000002200201000020000000002010000000100000100000,1,0
000100100000010000000000010000202100110030011102202201000020000000010000000111000,2,0
000000100010000010001000001000031000000000000000100100000000000010000010001000000,0,1
000011000001000000010000110100020001102003000100200001020000000001000100000010000,0,1
000111000000010000000000002100020001110232211000120001102020000000010000000011000,0,2
000110010002010030000000000000200001112202201100020001000020000100000000001001010,2,0
000011000000010000100020000000200001110132211001020001000020000002010000000111000,0,2
100001001000010000000022000000120200110000001002020000000022000030010001100000110,2,0
000011000000000001000100000100220001110000211001012301000000020000000100000001000,0,1
000011000000010000000020000100000001110030211001202000000000000000000000000101000,0,2
000011000000000100010200010000002100100302201000100001002000000001000000000010000,0,1
010111010000010000000020000100020001102232201100020001000020000000010000000111000,1,0
010001000200000000300200000000020001012002211000020000000200000101000001110011000,2,0
000000010000000100000010032000010001110002201002020001000020000000010000000111000,0,1
000000000002000000002210000001130100100101000000010000000101000000010000000010020,0,2
000110001000010000000020000100222001112000001100002100000023100000011000000110020,0,1
000010000000000000020101000100020101112230101100020100200000000000000100000111000,0,1
000010000000010000000101000101003000110000211001020100000020000000202000000111000,0,1
000010000000000000010030200002002001100000101100020001000020000000210000000111000,1,0
000111000000200100001320000000020001112002211100020001000100000000010000000110000,2,0
000000100010000010000102001102000000000230001000000000100000001001000010001011100,0,1
000000020000000100010100000001002100002000000000201100013200010011100000001000000,0,2
000010000000010000000103010000000001110000001100020100000020002000000010000110100,0,1
000111000000012000000020000002020201112230011000021100000000000000010000000110000,2,0
000111000001000000010020000100020021102203011100020001000020200001000000000110000,1,0
000111000000200000000000000101002000112203211100020001000020000000010000000111000,1,0
000010000000000000000000000100010001101001001100100000000023100001000001200110000,0,1
000000001000000200001000110100000100000002000000002020100002300010000020000110101,1,0
010000001000000020020200020000030000102000001100000200000111000000000001000010000,2,0
002110000000000001000000000001010000110231011000010021000001000000010000000110000,0,2
000010000000001000001102110012200021003000210001200000000122010000000100010011000,0,2
000001000001000000013000000100020001000202211100020001000020000000010000000111000,2,0
010100010000000111010002000002200201102232000000200000010000110001000000000111000,1,0
000111000001000100010020010000022001100032001100212001000000000001000000000000001,0,1
000101000001000000020000000103020001110001011001000001000210000002000000000010000,0,2
000111000000010010000002000100020001112230201100020001000020000000012000000111000,2,0
000010000000000000000000000102210021100031001001202001000020000000010000000011000,0,1
000010000000000000000111000100000100100003011000001100000011000000000000010010000,0,2
010010000000000000101001100001010000000003010120100000000001020020000100100000000,0,1
000000100100010010000102100002002000000002001101202001011032001001000010000000210,2,0
000111000100000000100200000000000200112232201100020001000020000000010000000111000,0,2
000111000001000000000020000100020001112232011100020201000020000000010000000111000,0,2
000111000001000000010020010100020000102200011100020100000023002001000000000110000,1,0
100010000000000000000020000001202000000000001020001000003201000200010000001100000,2,0
011001001100002100000020000100020200001000001100300201001000100000000000200111000,0,2
002011000000000000000100000000000100110002000100100100001100000003000100001000000,0,2
000000000010000020100001000001200000002030100102001001012001100000210000000010000,0,1
001000100010000010100023001000002000002000200100000000001020100010000000001000000,0,1
110000000001000010010000020003002000012200201000020000000002010000000100000100000,1,0
001000000000010000000020010000000001112000001000030000000010100000000000000111000,0,1
101000300000000000101020010000200010012000001000022000010002200000000000000000000,1,0
000011000000100000000020000100020001110130211100000001000210200002000000001011000,0,2
000111000000010000010020000100022001102200101100020001000023200000000100000110000,1,0
001000100010000000100001011000302000112000201100020001000020000000202000000111000,0,1
000000001110000111110020100002200000002230000000202200010000010001000100000111000,1,0
000110010000010000000020000100020001112230001100020001000021000000010000000111000,0,2
000000100010000010100102001000020000000230001000000000100000001001000010001011100,0,1
000011000000110000000022000000120001110131011000010001000000000000010020000010000,0,2
000111000000010000000020000100020001112203100100020001000020000000010200000111000,2,0
001010000000010000000000000000102001102000001100000001000200100003000100001010000,0,1
000111000000000000000210000002100000100300011002002001000200200000010000000010000,2,0
000100000000011000000000000000010000110231011002020001000200000000010000000110000,0,1
001010001000010000000001020000122000110203001000220200000002000000010000100010000,2,0
001000100010000000100010201000032000112202211100020001000020000000010000000111000,0,1
000011000000010000000120000100020001102202211000003200010020000000011000000010000,0,2
000001200001000000010100000000012021100230000100000001200010010000000100100001000,0,1
000111000000010000000020000100020001100232011100020001000020000012010200000110010,0,2
000011000001000001110320100000002000100202001002020201000020000101000100010001010,2,0
000110000000000000000000020100030001101000201102010000000001000000210000000111000,2,0
100000001000000200000010001000102000111000300000020000000002000000000200100000001,2,0
000111000000010000000020000002020201112232011000020100000000000000010000000111000,2,0
000111000000010000000020000100020001112232211000000101000010000000000020000111000,1,1
000010000000011000000000000000010000112231011100020001000020000000010000000110000,0,1
000101000001000000013200010102001000000000001100001000000200000000000001000111000,0,2
000111000001000000000021000001020001100100311100020001000000020000010200000110000,0,2
000111000000010000000020000100200201112032211100020100020101000000010000000010000,2,0
000110000000000100000000002100021001100232001100200201200020000000010010010010010,2,0
000010000001000000010000100102201001000000001000010000000103100001000000000011000,0,1
010001010000100000010000000100110200100131000000020001000100000000011000000010000,0,2
100000000001000100000000200000032000002200201000020000000102010000000100000000000,1,0
000000000002200000103000100000000000000002211001020001002020000000010000000011000,2,0
000110100001000000010200010000010000102202000100020000000020301001000020000110100,1,0
102010010020000000200000000002030111100000000110001000100010001000100001000010020,0,2
000011000000010000000100000000200100112002001100320100000000200000010000000111000,0,2
001000100010000000101000201003002000112202211100020001000020000000010000000111000,0,1
000010000000000100000021000100200001100001000001010001200002010300000000010010000,1,0
000010000001000200010100000000131021102000100100002100010000010000000100000010000,0,1
000111000001002000000020010100020001102200001000020000010023001100010000000111200,0,1
100111000002000210022000000000001001100030001110201000000010000002100001000010000,0,2
001010000000010000000000000000102001102000001000010000003000100100000100001010000,0,1
