state,w,b
000110000000000000101020100001201100001003010100000100020210100000010020000100000,0,1
000111000000000100000000002001020001112232211100020001000020000000010000000111000,0,2
000110000000000000000002000000000011102231011110020001000020000000010000000110000,1,0
001001000000000100010000000100000100102200201000020001010302010001000000000100000,0,1
000100100000000000000001000100010000112231011100010000000000000000010000000110000,0,1
000111000000000100000020000100230001112202211000010021000000000000010000000111000,0,1
000101000000010000020100000100020001112232211100020001020000000000010000000111000,0,2
000011000000000000000000000002032001110002211100020001000020000000210000000111000,1,0
000110000000000000200001002102002211100130001120010000000000000000010001010010000,2,0
000110100010000000000200003002002011110202201100020001000020000000010000000111000,2,0
000000101002000100002000000010001001000231000120002001000002001002000010110010200,2,0
001000100010000010100020001000200000102200200000000000100013010010000000001000000,0,1
000010000000000000000100000101001100012000101002200100013200000102010000000111000,2,0
000011000000010000000002000100232001100101001000010201000100000000010000000010000,0,2
000000020000000000010031000000200200002000201000010000000200000000010000000100000,2,0
200111000010000002010000000000021001002000011000201000013200001000000001001000020,0,1
000000001000000000000120100001131000000001001000111000001000100200000000000000100,0,2
000010000000000000000000010001011100100103000001020000000020101000000100000111000,0,1
000011000001000000020000000001001000110031011000100001020000000021010000000110000,0,2
000000000200000000300001100000200000002200000000020001000020000100000000000111000,2,0
000111000000100000000020200102000001112232011100020001000020000010000000000111000,0,2
000101000000000100000200000100012001102200211100020201013000200000000110000000001,2,0
000010100000000000001020220001201000100130001100002001022011100000010000001010000,0,1
000111000000010000010002000100020001102230211101002000200000100000000000000111000,0,1
000111000000010000010201000101003000102000211102000001000020000000010000100010000,0,1
000111000000000000000210000000002001110203011000120201000020000000010000000110000,0,2
000011000000000000002002000001132001100000201000010001000100000000010000000010000,0,2
000010000001000220000000000100230100112200000100020000000002000000000000000000000,1,0
010110010000000001100000201000021000100232001002020201000000002100000000001010000,1,0
000000000010000010001010101000000300000100200000002000000001000010000010001000100,0,1
000011000000002000000100010001010000112200201100020000000020301000000100000111000,0,1
000110000000010200000020000100220100112003001000200001002001000000000100000110000,0,2
000110000000000100000000002100021001100230001100202201200020000000010010010010010,2,0
000110001010010000020000010000020000102200200100020000000021321000010000000110100,2,0
000100000001000000000000020000020001000000000000032010000001010002000100000000000,1,0
001011000000000100010000010000002001000232010100020201010000020001000000000100000,1,0
000111000000000100010000020100002001102232201100020001000020010000010000000111000,0,2
000111000000010000000020000100020100112200001102000200000020031000000010000111000,0,2
000010000000010000000001000101003000110000211010010000000100000000002000000111000,0,1
000010000000000000000200102102000100110200000100021200000023010000001000000111000,0,1
000010000000000000000200000100010000102031011100000001010110000000000000000011000,0,2
001011000010000000100020100000002001103202001002020201000020000001000100000111010,2,0
000111000000000000002010210100000001100302201100020001000020000000010000000111000,0,2
000010000100000000010000110000000001000000000001010001013000000001000100000000000,0,1
000100200001000100000220000000000301000100001110000000010000010001000100000000000,1,0
000110000000001000021001001000220100000000200020000301000202000110000000001000020,2,0
000011000000010000010002000001020001000132211100010000000000000000010000000011000,0,1
000111000000010000000020000100020001112202211100030001000200000000000000000111000,0,2
000100000001000100000220320000000001100000011110000000010000000001000100000000000,1,0
000000001010100000000101000100020100100300100001200100000120000000000000000011000,0,1
000111000000012000000020000100220001010000211001200001100000320000000001000000110,1,0
000111000001000000010200000100020001102032211100220001000020000000010000000111000,1,0
000110000000010000000201000100200100112203001100020201000020000000010000000111000,0,2
000110000001000000000200000102220001100001001000000001001200010013000000001000000,0,2
001000000010000010100023101000020000002000200000010000001000100010000000001000000,0,1
200010200000000001100200000100230000112200000100020001001020100000000010000110000,1,0
000000000000000000000200000102011100000103000001000000000020000000010000000010000,0,1
000110000001000000000001000100020001112232211000020001200001100000000000002110000,1,0
000111000010010000020000010000020001102200201100020001000023000000012000000111000,2,0
000111000000000000010002000102000001000002211000020001100320000000010000000111000,2,0
100011000000010000000020000100021000112200211100202000000030000000010000000111000,2,0
000010000001000000010100010100200001000000201012300000012000200001000000000000000,2,0
000010000001000010010000100003002200102000201000201000001002010100000100000100000,0,1
000110000000000000000000020000000010001031011102020001000020000000010000000110000,1,0
000111000000010000000220000100020001110132211100020001000020000000010000000011000,0,7
010000101020202001100000010000000300000002200002001000000000000010200020001000000,2,0
000000000001000010010000100003010200001002201000000000000000210100000000000000000,0,1
000000000001000000000100000000011100100103011101000100000121000000000000000010000,0,2
001000000000000100010020010000000100103002000000000100000010000001000000000000000,0,1
000110000000001000021001001000220100000000200020000321000202000110000000001001000,2,0
000011000000000000002002000001132100100000201000010001000100000000010000000010000,0,2
000010100000000000001003001001200000112200100100020001000020000000010000000111000,0,1
000111020000010000010020002001200001101302011000020001000120000000010000000011000,1,0
000011000000000100002100000100020001110232211102020001000120000000000100000011000,1,0
000000000000000100000103010000000000000000200000200200010202010001000100000000000,1,0
002000100001000001020100000000201010000300000000000000000001002010100000000000001,2,0
100111000000000010002000000002000001110232211100020001000120000002010000000011000,0,2
000110000000010000020001000100020001112232211100020001000020000000010000000111000,2,0
000011000000010200000020000100020001110232011002021000000020000000010000000111000,2,0
002010000000010000000001002001000001100000201003000101000101000000000000001010010,0,1
000010000000010000001001000102200100103001000001200100000121000001000000000010000,0,1
002111000000000000000000010102010001110232201000010100002000000000010000000111000,0,2
000110000000000100000000110000000000000000110000003000010002000000100000000000000,1,0
000000000010000010100000001000000000000000000011021000103000201012200010001000000,0,1
000001000001000100001000010002203210000002200001001100001000000000000100000010000,0,1
000111000000010000000020000100022001112230011100002001000000200000010000000100100,1,0
000011000011000001100020100103002000000202001002020201000020000101000100000101010,2,0
100001001002010000000022000000120200110000001000022000000020000030010001100001010,2,0
000011000000010000002100000100202000110230211100020001000020000000010000000111000,0,1
000010000010000200000012001102030000000000000102000200012220010000010000000010000,1,0
000111000000010000010020010100022001102200000100020000000023100000010002000111000,1,0
000000011110000101110020001002200000002230000000202200010000010001000100000111000,1,0
000011000000010000000002000100232001100101001100002001000120000000010000000010000,0,2
000000000001000001000001020102202100100003001000122001000020010000000000000111000,1,0
100000000001000100010000200000032000002200201000020000000002010000000100000100000,1,0
000110000002010000000000000103200100100000011100222100001001000000010000010010000,2,0
100000001000000200000011000000102000111000300000020000000020000000000002100000000,2,0
000111000001000200000220000100020001102032001100002001010020010000010000000111000,0,1
000000000010000010001000101000003000000100000000000200100100100012000000001000000,0,1
000101000001000100010020010000020000102230001102000001010000020001000200000110002,0,1
000000001000000101000100010000000000000000000000023100001002010000000100000000000,1,0
000010000002010000000001000000100201110232211100020000000020000000010000000111000,0,2
000101000001000000020000000103100201110001011001000001000210000002000000000010000,0,2
001011000000010000000020000100022001112030211100220001000020000000010000000111000,1,0
000110000000011000000020020100020100112203001100020001000020010000010200000111000,0,1
000010000000000100000030010001101001000000001000000001000000000000000100000000000,0,1
000110001000010000000020000001220001110002211001010301000000002000000100000001000,0,1
001000000000010000001000010000001100000103201000010000002001000000000100000100000,0,2
100010000001000000002030010120002001000002201000020001000020000000000100000011000,2,0
000110000000010000000200000000020201110232011002020001000020000000010000000111000,6,0
000010000000000000010001000100002100100100001100020100000023010000202000000110100,0,1
100010100010000000010101000000000000000200201001000200100003010000010000100000000,0,1
000111000001000200000020000100020001112232011100020001000020000000010000000111000,0,2
000000000000000000010200010001020100100130001000001201200000010000000100000011000,0,1
000010000000010000001001000102201001103000001001222100000100000001000000000010000,0,1
000010000000010000010001000100000100102000010100000200001200301000000100000011000,0,2
000100000001000100000220020000000301100000001110000000010000010001000100000000000,1,0
000010000000000000000101000001000100112203001102001000020100000000012000000010000,0,2
000010000000000100000101020001230001112200211100020001000022000000010000000111000,0,2
000111000000010000000020000100020001112232011000120200000002000000010000100010000,2,0
000111000000000100010020010102202201103000001000202100001001000000000100020000000,1,0
000101000000000000000010000102032000112201011100020001000020000000010000000110000,0,2
001000000010000010001020101000200300000002200000000000100000101010000010001000000,0,1
000011000001010000000020000100202001012030011000202201100000000000010000000111000,1,0
000000000001000010010200100003010200102002201000000000001000210100000000000100000,0,1
002110000000000001000000000001010000110231011100020001000020000000012000000111000,0,2
000110100001000000010200010000010001102202000100020000000020300001000002000110100,1,0
000100000000000100010010000100000000000000001002301100001202010100000100000101000,0,1
000110000000010000002001000102000100112203011100022100000020000000010000000111000,0,2
100000000100000010000002100002020200113000000120200110000002011000000011200000001,2,0
000000020000000000000001301000001000112200101100020001000020000000010200000111000,2,0
010000001000000000020220020000030000100000001000000100002011000000000100100010000,2,0
000000001000000101000100010000000000000000000000203000010002110000000100000000000,1,0
100110000000010000000020000023001000112200211000021000000002000000010000100110000,2,0
000111000000000100000022000100020201112230011100020001000002000000000100000111000,0,2
000010000000010000000000010000000001110000001100020100000123002000000010000110100,0,1
000111000001002000000020010100020001102203201100020000010020001000010000000111000,0,1
001000012000000000000100100000131000110000001000000100000001200001000000000111000,0,1
000111000000010000000020000100020201112232011001020001000020000000010000000111000,2,0
000111000010010000000002000102020001001032211100020001000020000000010000000111000,2,0
001000000000010000000000010000010000110000001003000000002010100000000000000111000,0,1
000011000000110000000020000100020201112200001100203001000120100000000000000011000,2,0
000000000001210000001021100001231000000100100001000000000100000000000000000000000,0,2
020100000000000000000010000100000001110200101001231100000110000000000200000011020,0,1
000111000001000000000200000100002001112232211100020010000020000000010000000111000,1,0
000011000000000000000000100100000001100232201001000000010000010000000000000101000,0,2
010000000001000100002200010003000200000202000000000200020100100000000000000000000,1,0
001000100010000000100020101000203000112002211000202000100020001000010000001011000,0,1
000111000000010000000020000000002001112232201100020001000020000000010010000111000,2,0
100000000000000200102010000100010000001131011001010001000010200002000000000011000,0,2
000100100000000000000000200100030000110202211100020001002020000000010000000011000,2,0
000011000000010000000120000100020001112202211000130201000020000000010000000010000,0,2
000110000000010000000020000000202100102031001000100000000020000000210000000110000,2,0
000111000000010000000020000100220001110030101001000201000010000000000000000001000,0,1
000111000020000100000000210120020001102002001100230100000111000000000000000010000,0,1
000110000000010000000020000110220001100001011100210000000002000000010000003011000,2,0
001111010000000000010020001000002000002202000002000201000030002010000000000000010,1,0
000101000000010000000002000100000201100103200000220201000220100000010000000101000,2,0
000010000000001000100020000000000021001000000000020200103000001000000100002000000,2,0
010111000000000000000000010102010100100232001002010100000000000000010000000111000,0,2
000000000101000001000000100002200200000002301001200000000102100011000011000000001,2,0
000111000000010000000200000100020100112232011000020001000200200000010000000110000,2,0
000011000001002000000100010100000000112200201100020000000000020000010310000110100,1,0
001000000010000010100000001000000000000000100000002000113020001012200010001000000,0,1
000110000001000100002001010001002000100130001000010100010000000001000000000011000,0,1
000010000000001000100020000000000021001000000000020200100000301001000100002000000,2,0
000010000001000000010000110001000001000000000000031001010000000001000100000000000,0,1
000010000000010000000101000001002100100000011030022100001020000000010000000111000,0,1
000111000001000000000221000000320001100000011110100000010000000001000000000000000,1,0
000010000000010000022000000000130201112200101100020001000101000000010000000010000,2,0
000111000000010000000020000000120001012003011000120001000022000000010000100111200,0,2
000010000020000000001002000000020000100232001102020000100002000100000000000010010,1,0
000000100000010010100102100002002000000002001101232001011002010001000001000000210,2,0
000111000000000100200000010100003001102002201100220001010020000000010000000111000,0,1
000110000000010000000020000100220001112031011100020001000020000000012000000111000,0,2
000010000001000000000020010000022200100230001000202000012000100000000001001010100,1,0
100010000001000000002000310120102001000002201000020001000020000000000100000001000,2,0
000000100000000000000000000101000100000100100002200100200201100003000000001011000,2,0
001000000000000100010000010000002001000232200100020000010002010001000000000100100,1,0
000010000000010000000000100000010001100000101102103001000020000000000100000011000,0,1
000100000000010000010200101000200100000000001002202201103000010020010000001011000,1,0
200111000010000002000000000010021001002000011000201000013200001000000001001000020,0,1
000111000000200000020010000100000100110302211100020001002020000000010000000011000,0,1
001011000000000000000000000000022001112302211100020001000020000000010000000111000,2,0
001001000000000000000000000001012000010000001001000000100012000000003210000111000,0,2
000011000001000001020020000002002000110030211000202000000020000000000001100010001,1,0
001010000000000000200000002100020001100232001102020000000002000100000000010010010,1,0
000101000000000100000102000101000000100300211001020001010020000000010000000111000,0,1
000010000000010000010321000100020001102002211100020001000120000000010000000111000,2,0
000101000000200000000000000100210200112031001100002001000020000000010000000110000,0,1
000000000010000010100000001000000000000000000011020100103020001012200010001000000,0,1
010100011000000110010002000002200201102232000000200000010000110001000000000111000,1,0
000000000000000000000000000102211201100030000001000001000021000000010000000010000,0,1
000111000000000100000200010000102001112232201100020001000020000000010000000111000,0,1
000010000000000000101100000000000100110002001000202201020030010000000000000010000,2,0
001001000000000100110123011001220200002000000000200200000102011000000100000000000,1,0
000110000000001000021001001000220100000000200023020001100202000000000000011001000,2,0
000111000000010000000020000100020001100232211100020001000020000000010000010111000,0,4
011001001101002100000020000100020200000000001100300201001000100000000000200111000,0,2
000011000000000000022000000000030201112000001000010201000000000000010000000111000,2,0
000101000000010000000002000100010200100130201002022001000220000000010000000111000,2,0
000111000000010000012320000000100021100002211000000000000010000001010000000001000,0,2
100110100002000000010002000000220000100232201000000100000001000100000000100110010,1,0
000010000001000000000101000100202100110032011001220100000000000000010000000011000,0,1
002110010000001000000000000100220120110132211100010000000001000000000000000110000,0,2
001000100010000000100020011000203000102202201000002000100020001010010010001010100,0,1
000100002000000000002010100000001000100003200000202201000221100000010000000100000,2,0
000010000000100000000001000000110000110031011001200021002200000000010000000010000,0,2
010000010000002000020200000000030200102000000000102001000000020000000001010011000,2,0
001000000000000100010000010000000001100000001100000001000000002001000300000110200,2,0
000101000000010000000001000100202000112200201100020001000020000000013010000111000,1,0
001000000101000000000001100000000201002202211100232001010001100200000000000100000,1,0
000001000200010000010100100000000201000302211000000200100020000000001100002010000,1,0
000000000000000100011000000012200000000202211001302001102000000000000100000000000,1,0
000111000002010000010020000100020001100202211123000000000020000000000101011001000,0,2
000101000200000001100000000000202100003000010001202100200000000000000000000110000,1,0
000111000002000000020000000000030001111002211100020001000020000000010000000111000,0,1
000010111101000000010320000000002000100202001002020201100020000100000010001000011,2,0
100000000000000000111200100000200100000032011002202200000000000200000001000001000,1,0
101000001000000000000000200002230000110200200100020000000002000000000000000000000,2,0
000111200000012000000020000100020001012200011103000000000020000000000101001111020,0,1
000010000000000000000101000001000100112203100100001000020001000000010000002010000,0,2
000001000100000000000100200100201001102300101100200001000020000000010000000111000,0,1
000110001002010000000000000000230001112202201100020001000020000100000000001001010,2,0
000101000000000000011010200100032000102200201100022001000020010000000100000111000,1,0
000001002000000000001001010100000100000002300000002020100000200010000001000111020,1,0
000110000020001000001001001000220100003000200020020001100202000010000000001001000,2,0
000110000001000000010020200000002001100200100000030201010200010002000100000000000,1,0
000000000000000200000200000002100000110200000000000000013002110000000000002010000,2,0
000110000000010000000200000100001100112301000100020100000022000000210000000111000,2,0
120111000000200010002000010000000001100032201100200000000101000012010001000010000,0,2
000010000000100000000001000000110000110000011001200021020031000001000000000010000,0,2
000010000000011000002020000100001000112231011100020001000020000000010000000110000,0,1
001000100010000010100020101000200300102002200000202000100020001010010010001010100,0,1
000110010000010000000020000100020001110232211100020001000020000002010000000111000,0,2
000010100000000000000010100100000000112203011120000000000022000000010000000111000,0,1
000010000000000000000021000100200100110032011001020201020000000000000000000010000,2,0
100110010000000100010002000002200201102230001000202000010000110001000000000111000,1,0
000101000000000000000100000102302000112201011100020001000020000000010000000110000,0,2
001000100010000010000120301000020000001000200000020000000000101010000010001000000,0,1
000100001000000000000200000020000100100300011001100000000220000000000000000001000,0,1
000100010000010000000001000100202000112200201100020001000023000000010010000111000,1,0
000000000000000000000200000120000000002000000000001200000220000103000000001000000,2,0
000110000000000000200001002102002211100130001120010001000000000000010000010010000,2,0
001000000101000000000001100000000201012202211102032001000001100002000000000010000,1,0
010001000001010000010000200100032000102200201100020000000002010000000100000100000,1,0
100110100000000000012002000000220000100232201000000100000001000100000000100110010,1,0
010010000000010000000001200100010000001131011100020001200000000200010000000110000,0,2
000000000000000000000200000102000000102000000000031200000220000000000000010000000,2,0
000000100000010010001102000002200100000002001111232001000102010001000000000000211,2,0
000111000000200000020010000100000100112032211100020001000020000000010000000111000,0,1
000111000000210000000020000100002001112000000001200100000132000000010000000011010,0,2
000110000001000010010001100000032200102200201000000000001002210100000100000101000,0,1
000110000000010000000020000100020201112203000000000201000002000000010000000111000,1,0
010011000000010200000020000100020001112232011100020001000020000000010000000111000,2,0
001000000000000100010300010000001000000100000000000000000010100001000000000000000,0,1
000110000000010000000000002100021001102232011100200201000120000000010000010011000,2,0
000000000000000000000202000000001000001000001002002000000300000000202000001001000,2,0
000000000000000000001010000100000101102000011100020201010320000000202000000111000,2,0
000111000000010000000020000100020001101003001001020001000020000002010200000111000,0,2
000000000100000000000100002001100001100000001102310000010001000000200000000111000,0,1
000101000100000000000010000100012000110230211102002001000020000000010000000111000,0,1
000110000000200000000001000100030001112202211100020001000020000000010000000111000,0,1
000011000000010000000020000100000001110032201001200000000000010000000000000101000,0,2
000111000001000000010000000100002001100232211102020001000020000000010000000111000,0,1
000011000000000000000000000002112001100002211100300021010022000001000000000000000,2,0
000010000000000000000002000000020210110232011002020000000002000000010000000010000,2,0
001010110000000000000020000001022001010032001001001000000020000100000000000001000,1,0
001010010000000001103202000002200100100001001100020001010020000000010000100010000,0,2
020100000000000000000010000100000001110201101001230100000110020000000200000011000,0,1
000011000000010000020100000100020001112232211100020001020000000000010000000111000,0,2
000110000000000200000010100100000000112203011100020000000022000000010000000111000,0,1
000010000000001000001000110011022001003001010001010100000100010000000000010000000,0,2
000111000001000000010000020100002001102232201100020001000020010000010000000111000,1,0
000011000002000001100002000000210100103000010001202100000020000000010000000110000,1,0
001011000000010000000020000100020001112202211100203001000020000000000100000111000,0,2
000111000000010000000020000100020001112232211100020001020000000001000000000111000,0,1
000010010100000001011200100000302000000002001102002201001220000011000010000000011,2,0
000111000001202000000020010100020001102000010000000000010023010100010000000111200,0,1
000110000000010000000201000100000001112031000000210100000000000000000000000110000,0,1
001010000000000000000020000000000020112232001000010220000200000000000000000010000,2,0
000111000000000100010020010100020001000202000000000000100203020002000100000101000,1,0
000000001110000111110002010002200000002030000001200000000000010000000100000110000,1,0
000111000001000000010020010100020001102202201102000100000030000001000000000111002,0,1
100001001000010000000022000000120200110000001002022000000020000030010001100000110,2,0
000011000000010000000100000000200100112000100103002100000100200000010000000011000,0,2
000000000010000010100120101002000300000002200000000000100000101010000010001000000,0,1
001000100010000010000100001000000100000000000001000000103000001010000010001010100,0,1
000111000000010000000220000100020001112302211010020001000020000000000010000111000,2,0
100010000000000000010020000002001021100032201001000021000220000000010000000111000,2,0
000111001000010000020000000100020200112232011100021000000002000000010000000110000,2,0
000111000000000100010002000102200001100230201100022001000020010001000000000111000,1,0
000110000000010000000101020100002100102200001001130100000001020000010200200010000,0,1
000011200000010000000020000100123001112000001100221100000020000000010000000110000,0,1
000000000001000002010000000000010021100131000000010001200010010000002100100001000,0,1
000010000000000000000000000101000100000100100002200100013201100000000000201011000,2,0
010111010100000000000020001000020000102232200000021001000020000100000000000110000,1,0
000000000000000000000110000001000100110000101001210100010311000000100000000000000,0,2
100000000000000000111200100000200100000032011002202200000000000200000010000001000,1,0
000011000000010000000002000102202100100130011100202100000020000000010000000110000,1,0
000010000000000100010102010102000000102200000000000200020203020000000110000100000,2,0
000101000000000200000001000001202000110003100102021000000020010000010000000111000,1,0
000000011110000101110020000002200000002030100000202000000000110001000100000110000,1,0
000010000000000000010001010010030001100000001100000001000000002001000000000110200,2,0
001001000000000000001000100000100001100000011100203201000120000000012000000011000,0,1
000000010001000101000100200002002000100002001011203001000102010001000101000000001,2,0
000111300001000000000020000102000001112202210100020001000020000000010010000111000,2,0
000010000000000000000102000000110100112232011100020001000100002000010200000011000,2,0
000110000000010200000201000100002001112232011100020001000020000001000000000111000,0,2
000111000000010000000000200100020001112232211100020001000020000000010000000111000,2,3
000000000200000100102110000000032100002000001000100001010000010001000000000001000,0,2
000010000000010000001200100102000300100000201001010000000100000001000000200010000,0,2
000111000000000100010022010100020201102230001102102001000000000000000100000011000,0,2
000100002000000000002001100000020200100003000000002201000221100000010000000100000,2,0
011010110000000001000020000001022000000030001001002000000002000100000000000000000,1,0
000111000100000000000020010100003001102200201100202000010001000000000100000110000,0,2
000110000000010100000000000000000201112232010100020001000020000001000000000111000,0,2
000000001010100000000101000100200100100300100001010000000100000000000000000011000,0,1
000111000000010000010020010100230001102202201100020001000020000000010000000111000,1,0
001010000000010000000000000000102001102000001000000001000200100103000100001010000,0,1
000010000000010000001001000102201100103000001001222100000100000001000000000010000,0,1
000011000000000100200100000100020001112232211100020001000020000000010000000111000,0,1
000010010000010000000102000100020000112230201100020001000020000000012000000111000,2,0
001000000000000100010000000000100000100100001000200000010321010001000000000100000,0,1
000101000001000100010000000100200000100030001002000100000220010100000100000101000,0,1
000100120001000000000221000000000301100000011110000100010000000001000000000000000,1,0
001010000000000001100200200100000000000000200100000001001310020012202000000101000,0,2
000010010000000100001120000000000021112000001100020200000020310000200000000110200,2,0
000001000010000000000200001000000100002000000000020000103020210000002000211000100,2,0
000110000000010000000001000000101000100001001101130100000011000202000000000000000,0,2
000011000001000000000020000001000001110032211001101001000020000000210000000110000,0,2
000010000000000100001020100000000001112000000100300200020120001000000100000010200,2,0
000111000000300000002100210100000001100002201000020001100020000000010000000111000,0,2
000010000001000000001000000100310000110200200102022001000200000000010000000111000,0,2
000000010010200010200000000020002000000030000000101100001100010010100200000000201,2,0
000000110100000000200000000020220010000131000001000200000110000000000200110000201,2,0
000010000000010000000000100101000300110000211010010000000001000000000000000111000,0,1
000111000000000000000100000002012001110030211100020001000220000001000000000110000,0,1
000001000010002000000100000001202001100030011100002001000101000000010000000010000,2,0
000000000000000000001010100123001000112200001100020001000020100000010000000111000,1,0
000110000000010000000200000000020000110232011002020200000200000000010000000010000,4,0
020000010000001020000110000000010100110130201100012000000000110000000000000110000,0,2
100111000000010000010201000001003000102000211102000001000020000000010000100010000,0,1
000010000000010000000101000102200001100031001100220100000020000000010000000110000,0,1
000110100000010001001002210000010000112200000100020000000020000000010310000111000,1,0
000100000100000000000001000001010100101002211102003201000020000000010000000111000,0,1
012011000000012000000000020100020001000130011100220001000020000010100000001011200,0,2
000000001000000200001000110100000100000002300000002020100002000010000020000110101,1,0
000000000001000100000101010000203210001002200000101100000000000000000100000010000,0,1
001000000010000000000101000000000101100030011100020001000222200000010000011011000,0,1
000111000000200002020000000000100000101031001000100100100001002000100010000010001,0,2
000000000000000000000200000102000000102000000003001200000220000000000000001000000,2,0
000111000000000000000010000000202001112302211100020001000020000000010000000111000,2,0
000111000000000100010020010102202201103000001100202100000021000000000100000110000,1,0
000001300000000000000102020100000010112200211100020001000020000000010000000111000,2,0
000010000000000000010001000100002100100100001100020100000020310000202000000110100,0,1
000010000000001000001102110012200201003000210011200000000122010000000100000011000,0,2
000000000000000200000200000002000100110202000000000000103000110001000000020010000,2,0
000111000002000100010300010000002001102202201100020001000101000000010000000010000,0,2
200001000001000000000100000001202001100002001000100301000002010000000100000101000,0,1
000111000000200000001320000000000101112002211100020001000100000000010000000110000,2,0
000111000000010000000000000100202000112230211100020001000020000000010000000111000,7,9
000101000000010002001030001100202000012000000000202211100000000000010000000111000,1,0
000011000000000000000200000100202000112030011000020200000200000000010000000101000,2,0
000011000000010000000200000001001000110000011101230200000000000000010000000110000,0,2
000010000000010000001200010102300000100000201001010000000100000001000000200010000,0,2
000110000000010000000001000000101000110231001102202001000020000000010000000110000,0,2
000010000200000000000020202020101001001000001020010000000000003000010001110001100,2,0
000000000000000000000220000002000001110230201100020001000002000000010000000111000,2,0
000011000000010000010000000100020001000132211001010000000000000000010000000011000,0,1
000000000100000000000100002001100001100000001102310000010210000000000000000111000,0,1
000011000000010000000100000000010201112232211100020001000020000000010000000111000,0,1
000011200000010000002020000100020001110203000100020001000020010000000100000111000,0,2
000110000001000000000200100003000021100102211101000000000101000000010000000010000,0,2
000000000000000100010000010000012200000030000001200000000020000001000000000000000,1,0
011011000000000000100020100000002001103202001002020201000020000100000100000111010,2,0
000011000000000000000110102100000001110030211001020001000020000020010000002110000,0,2
100111000002000210022000000000031001100000001100201000000010000010100001000010000,0,2
000111000000010000000020000100202001110032211100020100000020000002000001000011000,1,0
000000100000000100110000201000022200000000001001202000003020010000000000001011000,2,0
200000010010200010002000000020000000001130000000000110000101000000100000010000201,2,0
000011000000010000000120000101030000112202211100020001000020000000010000000111000,0,2
000111000000000100000200000100002001112203211100020201000000200000000110000000001,2,0
010010000000000000002000000000020000110232011002020200000200000000010000000010000,2,0
000110000000010010000020000102020100110131001000020001020000000100102000000011000,0,2
010001010020100000000002000100110000110131000100020001002001000000010000000010000,0,2
010011000000010000000002000100020001102230211100022001000020000000010000010111000,2,0
010010100000000001002000010030002001112202201100020001000020000000010000000110100,2,0
000011000001000000010000002100000221100032001100020100010000010000000100002111000,0,1
001000100000000100113000201000022200002000000010202001000020010000000000000111000,2,0
000000001000000000001020100001131000000001001000111000001000100020000000000000001,0,2
000010000100010000000101000000000101001000001100000301000120000001000000000000120,1,0
000111000001000000200020000100020001102032001000012201010000010000010000000111000,0,1
000010000010000201010002000120030000112202000100020001000020000000010010000111000,1,0
100110100000000000012000020000220000100232201000000100100010000000000000100110010,1,0
002000000200000100001000000003010000002000001000000001010000010001000000000000000,0,2
000111000000000100010020010102202201103000001000200100002100000000000100020000000,1,0
100000000001000010000010020000302000012200201000020000000002010000000100000100000,1,0
000111000000000100012020010000302001100000201100202001000100010000000100000010000,0,1
000111000000010000000020000100020001112032211000010101000000100000200000000101000,0,2
000001000000000000020010000102032001100101011110010000000000000000000000000010000,0,2
000011000100000000000100200001002001001300011102200001000100000000001000000010000,0,1
000111000000010000100020000000020001110232201100020001000020000000210000000111010,2,0
100011000000010000000023000100020001112200001100020201000020000000010000000111000,1,0
000000100010000010001000001000310000000000000000100100000000000010000010001000000,0,1
000111000000010000010020000100022001102203101100020001000020200000010000000110000,1,0
000011000000000100010000000002130201000002201102000001000020010000000100000011000,0,1
111001000000010000000002000002200001100230211100022001000020000000010000010111000,2,0
100000000000000000010001000001000101100000001001130100002021000000001000000000000,0,1
000111000000010010002000000000020001112232201100020000020000000000010001000111000,2,0
010100100000000000000001000100210000000131011100010000000000000000010000000110000,0,1
000111000000010000010020010100020001102030201100020001000020000000202000000111000,2,0
000100000000000000000000201102031000102200000100020001000020000100010000000111000,2,0
000010000000010000000003010000010001110100001100020001000020200000200000000111000,0,1
000101000001000000013200000102001000000000011102001000000000000000000001000111000,0,2
000111000000000000200000010100020001112232201100020001000020000000000100000110010,1,0
001000100000000000103010020000100000001002211100020001002020000000010000000011000,0,2
000000010010000010200200000020002000000030100000101000001100010010100200000000201,2,0
000110000000000100010001000100002020102203011100020100000020000000012000000111000,0,1
200000000010200011000000020020100000001030000000000100000101020010100000000000001,2,0
000000100000010010001102000002200100000002001111202001001032010001000000000000211,2,0
000111000001000000200000000001020201100232001100020001000002010000010000000111000,0,1
000010000001002020000100000100230001112200211100020001000020000000010000000111000,2,0
100001000001000000100020000000002201100130001000012201010000010001000000000111000,0,1
000001000000000000010000000001010100100003011100002201000100000100000000000111000,0,1
000010000001100000000201000102000100100002011000220100013200000102010000000111000,2,0
000111000000000000200203010000001001112000201001001000000000000000000000000110000,0,2
000000000202000000200030010102002000110000000100020001000220000000010110000010000,1,0
000011000002000100020103010000000001102200000100020001010020100001000000000111002,1,0
000111000000000100001002000100002001102230211101020000200001100000000000000110000,0,1
000010001002010000100031000000200000002002211000100001000002000100000000010110000,2,0
000111000000010000000020000100020001100302211000120001000020000002010000000111000,0,1
001010100000010000100002001000002000112232211100020001000020000000010000000111000,0,1
100000000010000100000002000100020001112032211100020001000020000000210000000111000,2,0
000011000020000010002030010120000201000200001100022000000020100010010000010111000,2,0
000101000001000100010000000100200000100230011102000100000020000000000100000101000,0,1
000110100010000000000230000002002011110202201100020001000020000000010000000111000,2,0
